,作者,字数,小说名称,最新章节,类别,年份,月份,日
5,金戈铁牛,81,明末之秽土转生,第258章大决战2026,「历史·两宋元明」,2017,9,12
6,红尘青沐,80.99,进化刀神,第229章完本结局,「玄幻·异世大陆」,2018,3,5
7,南宫草堂,80.99,回到清朝当大官,第二百三十一章夕阳中的背影,「历史·架空历史」,2014,12,4
8,游戏规则,80.96,异世之恶霸至尊,第二百四八章地球通道（完结篇）,「玄幻·东方玄幻」,2008,7,1
9,兰帝魅晨,80.95,真相堕落,第二十五章漫天黄飞沙二到十节（结局篇）,「玄幻·东方玄幻」,2013,5,25
10,天晓天蓝,80.95,带足装备闯异界,第二百四十六章那里的开始,「游戏·游戏异界」,2014,8,15
11,李惟别,80.91,我才不是大文豪,完本感言,「都市·都市生活」,2016,10,9
12,恋情之剑,80.9,铁血特种兵,第218章铁血兵王陨落（大结局）,「都市·都市生活」,2014,9,25
13,一粒灰尘哟,80.88,无敌神皇,第三百四十六章无敌神皇,「游戏·游戏异界」,2013,7,15
14,水信玄,80.88,二次元穿越游戏,新书《提督少女希尔露》已签约，请前往支持,「二次元·变身入替」,2017,8,11
15,将臣之名,80.87,重生功夫巨星,第三百二十四章留下的传奇（下）,「都市·都市生活」,2015,1,28
16,恨古大帝,80.85,重生之土著逆袭,第二百五十三章终,「玄幻·高武世界」,2017,11,27
17,万俟枫,80.85,猎宝天下,卷六 终章（完）,「仙侠·现代修真」,2009,2,28
18,虬狼,80.82,变异强化,轮回（本书完）,「科幻·时空穿梭」,2016,8,12
19,云淡天长,80.81,穿越仙侠创造文明,第八十九章归隐（大结局）,「仙侠·修真文明」,2017,1,3
20,无魂之雨,80.78,异界之纨绔子弟,第二百五十三章后记,「玄幻·异世大陆」,2008,4,27
21,御鬼,80.76,只有我知道的世界,新书已开，这次一定要跟大家做好盆友！,「玄幻·异世大陆」,2014,5,11
22,公子谣言,80.75,北海无碑,番外后记,「历史·架空历史」,2016,6,14
23,巽煜,80.74,神奇宝贝之我的师傅是坂木,抱歉,「二次元·衍生同人」,2017,9,15
24,食善,80.73,神族大崛起,大结局,「仙侠·修真文明」,2018,3,20
25,雨布,80.7,仙道之无限繁殖,第二百四十三章前方的路,「仙侠·幻想修仙」,2017,2,28
26,方一点,80.7,印记之塔,第三百六十八节人造,「奇幻·剑与魔法」,2018,5,7
27,哈贝达斯,80.69,黑店,尾声,「都市·异术超能」,2006,10,20
28,八品仙人球.QD,80.67,超级电视,完结说点话,「科幻·时空穿梭」,2015,11,24
29,紫色雷暴,80.64,网游大赢家,第365章赢家,「游戏·虚拟网游」,2018,1,22
30,雨辰宇,80.62,异界重生之剑皇,新书上传，求支持啊！~~~,「玄幻·异世大陆」,2016,5,12
31,零点兽师,80.61,魔兽进化师,第253最后一战（大结局）,「玄幻·异世大陆」,2009,3,13
32,雪楼楼,80.61,唐朝明月,新书《觅墟》！,「历史·两晋隋唐」,2016,12,26
33,木允锋,80.57,神级造物主,第二六八章殖民者,「都市·异术超能」,2015,9,28
34,金属裂纹,80.57,末日之生死一线,新书《暗纪》已经上传,「科幻·末世危机」,2015,7,6
35,黯然销魂,80.55,新喜剧之王,第220章不朽影帝（终）,「玄幻·东方玄幻」,2006,9,22
36,扫地大师,80.52,玄幻世界之龙套逆袭宝典,第一百五十五章世界的另一端,「玄幻·东方玄幻」,2017,6,19
37,杨露禅,80.49,混在娱乐圈的日子,第三百六十四章、《极限挑战》首播！,「都市·都市生活」,2016,8,3
38,落宝金猪,80.47,多宝道人,第十六章鸿钧道祖说，打烊了(结局！),「仙侠·神话修真」,2010,2,25
39,紫雨涵,80.47,重生之科技崛起,第三百一十六章祖国的崛起需要一代人的努力（全书完）,「都市·都市生活」,2010,4,1
40,三叶法师,80.46,幻世法途,开新书了,「奇幻·剑与魔法」,2012,3,7
41,吾名法克,80.46,英雄无敌之王道,大结局,「游戏·虚拟网游」,2011,2,28
42,半梦半醒间,80.43,网游之幽冥魔尊,第三百四十二章：收获,「游戏·虚拟网游」,2017,8,1
43,纷舞妖姬,80.4,第五部队,结局后的小插曲,「军事·军事战争」,2008,10,23
44,葱爆红烧肉,80.39,晨曦之剑,（新书《无限雷霆》已发，希望大家能支持，谢谢）,「游戏·游戏异界」,2017,10,31
45,仙武大圣,80.38,我的仙界商城,新书《超强电脑管家》已发布，求支持！,「都市·异术超能」,2018,3,29
46,吸血排骨男,80.38,网络之改变人生,开新书了有兴趣的去看看,「游戏·虚拟网游」,2013,8,14
47,半月之城,80.35,重生之眸,新书第一章发了！,「灵异·寻墓探险」,2017,10,16
48,风沙绝尘,80.34,请叫我女王大人,第269章篮球热身赛（六）（大结局！）,「都市·都市生活」,2016,6,20
49,暮雪千山,80.33,逆天作弊,第246章阴阳本源（大结局）,「仙侠·幻想修仙」,2011,3,31
0,懒杨,80.33,在热血番里过日常似乎搞错了什么,第三百四十章：下次再会（大结局）,「二次元·衍生同人」,2017,9,15
1,双子星云,80.32,重生之欧美纵横,第二五九章执子之手（终章）,「都市·都市生活」,2011,1,31
2,给您添蘑菇啦,80.3,太受欢迎了怎么办,新书已发 《跨界闲品店》,「都市·都市生活」,2017,5,25
3,狂猎,80.29,无限世界守门人,在晚钟的钟声中再次相见！,「科幻·时空穿梭」,2018,7,9
4,白开水,80.29,暗蚀,罪与罚（八）,「奇幻·剑与魔法」,2011,1,31
5,慕金田,80.29,巫界祖魔,新书《超凡先锋》已发,「奇幻·剑与魔法」,2018,1,5
6,萌萌的小珑包,80.28,肆虐华娱之烂剧为王,最后的结局，以及感言,「都市·娱乐明星」,2017,2,10
7,六划先生,80.26,超警,第三百九十四章结束亦是开始,「都市·异术超能」,2015,8,31
8,EK巧克力,80.26,超武穿梭,新书《超星空崛起》已发。,「玄幻·高武世界」,2017,10,26
9,王家书法,80.23,回到唐朝当总兵,第三百七十八章:大结局,「历史·两晋隋唐」,2018,5,7
10,蓝莓不蓝,80.2,韩娱制作人,完本感言,「都市·娱乐明星」,2016,6,1
11,虚月01,80.2,洪荒长生问道,第三百二十四章证道混元家中人,「仙侠·神话修真」,2015,10,8
12,红音也,80.19,精灵之沙暴天王,新书：砂隐之最强技师,「二次元·衍生同人」,2018,4,23
13,辰东,80.17,不死不灭,我的新书《圣墟》已上传,「武侠·武侠幻想」,2016,11,1
14,人偶没有记忆,80.16,打开方式错误的盘龙世界,终章世界从来不存在希望,「二次元·衍生同人」,2017,2,17
15,羽涯,80.16,覆雨剑,后记,「游戏·虚拟网游」,2008,7,24
16,一点惊奇,80.13,神级人生,第六十四章开始？结束？（大结局）,「都市·都市生活」,2013,10,11
17,路边小石头,80.12,球场统治者,第356章大结局：好好享受吧,「体育·足球运动」,2017,4,10
18,武夷小茶王,80.12,摆渡天师,终章，幻境,「灵异·灵异鬼怪」,2018,1,6
19,黑羽之名,80.12,魔物牛头人,第两百九十四章终章：时间的轮回,「奇幻·黑暗幻想」,2013,12,31
20,下海捞月,80.11,占领二次元,完本感言！,「科幻·时空穿梭」,2017,12,18
21,8难,80.1,医狂天下,第三百一十五章天上地下，惟我独尊【终章】,「玄幻·异世大陆」,2010,5,17
22,堂前碧螺春,80.1,山海逆道图,第七十六章一切谜底（终章）,「仙侠·神话修真」,2017,6,20
23,河沟里的鱼,80.08,雷火,269雷神传人（全书完）,「仙侠·幻想修仙」,2008,10,31
24,岱之邻,80.07,变身哪吒之商周纪事,后记,「历史·上古先秦」,2018,5,7
25,长安少年,80.06,异世罗马全面战争,终章世界掌控者（大结局）,「游戏·游戏异界」,2014,5,7
26,琴风醉,80.05,我的妹妹是火影,第二百八十章大结局,「二次元·衍生同人」,2017,9,15
27,陈迦黎,80.03,不要叫我七娃,无题,「仙侠·幻想修仙」,2017,3,7
28,全职码字工,80.02,食戟之田中秋,201完本感言,「二次元·衍生同人」,2016,12,19
29,青录,79.99,书剑传,第一七五章圣之行（大结局）,「仙侠·修真文明」,2014,5,14
30,幻弦,79.98,百万傀儡兵,第三百七十三章大结局,「玄幻·异世大陆」,2013,6,19
31,凡语2,79.97,万界最强二师兄,第三百二十三章全新的征途（大结局）,「仙侠·神话修真」,2017,5,9
32,爱上银行股,79.95,重生之金钱滚滚,第367章完美生活！,「都市·都市生活」,2018,5,16
33,泣血天堂a,79.92,暗器至尊,大结局,「武侠·武侠幻想」,2017,6,12
34,半仙算命,79.91,美国怪谈之道道道,关于结尾......,「都市·异术超能」,2018,1,18
35,捣蛋鬼小精灵,79.9,末世之异形武装,第三百六十五章：结局,「科幻·末世危机」,2016,10,1
36,贼眉鼠眼,79.9,极品草根太子,完本感言,「都市·都市生活」,2012,9,18
37,幻殇影,79.88,重生之我是一只鼠,完本感言,「都市·都市生活」,2017,4,10
38,大漠荒颜传奇,79.88,草木女孩,300离歌,「短篇·短篇小说」,2014,11,6
39,山申忆岚,79.86,流星江湖,第三百八十九章：完！！！,「游戏·电子竞技」,2018,1,31
40,壹飞,79.85,人型暴龙在异界,第195章大结局（终）,「玄幻·异世大陆」,2009,8,28
41,皇家卡卡,79.85,郭嘉新传,NO.126大结局,「历史·秦汉三国」,2008,12,2
42,骚年不在,79.85,大势艺人,第0304章蹲点,「都市·娱乐明星」,2017,5,24
43,谷岳,79.84,诸天求索,完本,「仙侠·幻想修仙」,2017,12,18
44,醉月枝,79.84,我穿越成一把剑,新书《超级位面警察》已发布,「玄幻·东方玄幻」,2016,11,7
45,树老大,79.81,大帝国之星球争霸,第二百七十四章最后的章节,「游戏·虚拟网游」,2018,1,22
46,洗洗睡了吧,79.75,植物大领主,第20章大结局,「玄幻·异世大陆」,2016,7,19
47,悲秋寒蜩,79.74,封神大天王,尾声并后记,「仙侠·修真文明」,2016,1,8
48,未有澜,79.68,我也许能做英雄,完结了,「奇幻·另类幻想」,2018,6,12
49,罔沉,79.68,牧鬼录,第三百三十一章：这条路，得自己走,「灵异·寻墓探险」,2018,9,5
0,英雄波澜舞曲,79.6,死亡吟唱,第三零四章突破世界(大结局),「玄幻·异世大陆」,2014,11,30
1,不如无,79.59,美食猎骨,完本感言,「二次元·搞笑吐槽」,2018,1,5
2,笨太子,79.58,百万负翁,第267章终结……新的开始（大结局）,「游戏·虚拟网游」,2010,5,31
3,我数三下,79.57,龙随世界,第十八章，回到过去（大结局）,「游戏·虚拟网游」,2017,8,3
4,天朝大梦,79.57,天王巨星之路,结束了,「都市·娱乐明星」,2018,5,29
5,雅山,79.56,仙路丹生,第281章阵破,「仙侠·现代修真」,2015,12,31
6,安涂生,79.54,死亡档案袋,结尾,「灵异·悬疑侦探」,2017,6,26
7,十方天鬼,79.49,末日暴徒,第二十七章第五纪终（全书完）,「科幻·末世危机」,2011,5,31
8,无聊的道士,79.47,现代修道士实录,第三百一十一章:最终的结局（完）,「仙侠·幻想修仙」,2018,8,20
9,张太玄,79.43,诸天万界的掠夺者,新书，《两界天魔》,「科幻·时空穿梭」,2018,4,3
10,格子里的夜晚,79.42,修仙科学院,完本……感言？,「仙侠·现代修真」,2012,10,29
11,四夕子,79.42,武学圣地养成计划,第七十八章大结局,「武侠·武侠幻想」,2017,11,7
12,鱼儿小小,79.4,极品兵神,新书《都市之国术无双》已发布，求支持！,「科幻·古武机甲」,2015,12,23
13,战力爆表,79.37,大武侠巅峰,第388章【回归，结局】,「武侠·武侠幻想」,2018,4,19
14,谢王堂燕,79.36,三国之战神刘封,第三百零一章称帝（大结局）,「历史·秦汉三国」,2012,6,11
15,木子心,79.32,网游之鹰爪王,终章,「游戏·虚拟网游」,2012,1,31
16,琊山小公举,79.31,口袋妖怪进行时,并不是更新,「二次元·衍生同人」,2017,2,6
17,小毒君,79.28,向着娱乐圈开炮,新书求支持,「都市·娱乐明星」,2018,6,5
18,疯狂的甜菜,79.28,网游之星际殖民,大结局（道歉信）,「游戏·虚拟网游」,2009,3,3
19,琴殇02,79.27,中华魔术,第三百三十三章大结局,「体育·篮球运动」,2013,3,6
20,星陨,79.27,重生哥斯拉,第257章幸福（大结局）,「科幻·进化变异」,2015,1,2
21,无痕小小生,79.21,传奇全职者异界纵横,完本感言,「玄幻·异世大陆」,2011,6,30
22,圣骨架,79.2,猛兽领主,二百五十二章大结局——永恒的兽人圣奥汀,「玄幻·异世大陆」,2011,3,7
23,碧空流香,79.18,剑神帝国,305风靡剑神帝国，全书完,「仙侠·幻想修仙」,2012,11,30
24,孤独的小蟑,79.17,龙珠之最强饿死鬼,完结感言,「二次元·衍生同人」,2017,3,13
25,将先生,79.16,流星天王,后记及新书《文艺高手》,「都市·都市生活」,2017,4,24
26,蒲梦寻,79.16,辉煌三国,卷九：终章乾坤鼎定三国并立,「历史·秦汉三国」,2012,8,1
27,时光极,79.16,无限之我们是妖怪,新书上传了,「玄幻·东方玄幻」,2017,8,4
28,金手指系统,79.16,超级体育巨星,完本感言,「体育·体育赛事」,2018,2,26
29,香港大亨,79.14,明末皇帝分身,第二八六章算是结束了,「历史·两宋元明」,2014,10,29
30,君烟香,79.13,史上最强女帝,大结局,「玄幻·东方玄幻」,2016,12,29
31,庙不可言,79.12,狩魔人生,第十章君生我未生，我生君已老,「都市·异术超能」,2016,11,4
32,原野的呼唤,79.06,沧桑无悔,第二百四十六章、归去,「现实·社会乡土」,2018,7,30
33,天丛,79.06,北斗推理剧场,新书《星际仙踪》已上传，请多多支持！,「灵异·悬疑侦探」,2009,8,25
34,不悟禅机,79.05,三国之杀伐系统,新书《大汉兰陵王》可以看了,「历史·秦汉三国」,2018,7,31
35,南朝陈,79.04,人神,新书《我从天上来》发布，求围观支持！,「仙侠·修真文明」,2013,9,18
36,羽民,79.03,英雄之轮,最终章新的开始（大结局）,「游戏·游戏异界」,2010,2,2
37,坐吃三空,79.02,打造超级农业帝国,第二百九十三章大结局！！！,「都市·异术超能」,2012,8,6
38,天心火痕,79.01,神奇的武侠戒指,第两百九十二章穹巅不独行，万古奇人多,「科幻·时空穿梭」,2016,10,5
39,石三,79,甲武圣徒,但愿遗憾和愧疚都留在这本书里吧……,「科幻·古武机甲」,2009,12,31
40,晴了,78.99,三国立志传,第二百五十章三分归一（终）,「历史·秦汉三国」,2009,6,18
41,萌夏娜的喵,78.97,底博克大陆,完结感言,「游戏·游戏异界」,2018,6,13
42,拖把1987,78.94,汉月山河,三一一章天下一统（大结局）,「历史·两晋隋唐」,2016,5,10
43,秋月春风矣,78.93,青山依旧在，几度夕阳红,第二百三十章尾声,「军事·谍战特工」,2017,11,9
44,醉卧凌霄,78.91,英雄联盟之最强杀神,新书《联盟之超神学院》,「游戏·游戏异界」,2015,11,11
45,半分懒虫,78.89,我的星界之门,第三百七十四章固所愿也（大结局）,「科幻·时空穿梭」,2018,8,8
46,炎夏青柠,78.82,随遇萝安,第六十一章只害怕找不到努力的方向,「二次元·变身入替」,2017,4,27
47,风尘一落红,78.79,疯人末世行,第三百七十八章大结局（2）,「二次元·原生幻想」,2018,2,1
48,BlackKing,78.78,男学渣的天后养成,后记,「二次元·变身入替」,2018,6,26
49,诛胖土豆,78.77,霸血狂龙,第两百四十六章新的旅程(终章）,「玄幻·东方玄幻」,2017,2,23
0,卢碧,78.76,我的火影忍者,番外博人之路---雪国骨科,「二次元·衍生同人」,2017,4,24
1,官官雎鸠l,78.76,时空干涉手册,第三百四十八章大结局,「科幻·时空穿梭」,2017,12,25
2,小小羽,78.73,天鸿魔道,第七卷 第十四章永恒(大结局）,「仙侠·神话修真」,2009,7,31
